리뷰 No.,제품 ID,제품명,닉네임,피부 타입,피부 고민,작성 시간,별점 (0/5),리뷰 내용,태그,평균 별점 (제품별),사진1(선택),사진1(선택),사진3(선택)
1114,75,화산송이 바하 모공 폼 클렌징,부드러운기린161,건성,여드름,2026.05.30,4,'화산송이 바하 모공 폼 클렌징' 사용 후기예요. 쫀쫀한 텍스처가 마음에 들어요.,"쫀쫀함, 산뜻함",4.45,,,
1115,78,리커버리 머드 팩투폼 클렌저,엉뚱한다람쥐870,중성,"보습, 민감성",2026.06.12,4,'리커버리 머드 팩투폼 클렌저' 사용 후기예요. 촉촉해서 만족스러워요. 만족스러운 소비였어요.,"촉촉함, 미산성",3.7,,,
1116,78,리커버리 머드 팩투폼 클렌저,말랑한부엉이835,건성,"민감성, 탄력/주름",2026.04.22,4,'리커버리 머드 팩투폼 클렌저' 사용 후기예요. 재구매는 고민중이에요.,"미산성, 촉촉함",3.7,,,
1117,78,리커버리 머드 팩투폼 클렌저,엉뚱한알파카316,수부지,없음,2026.02.08,2,촉촉해서 만족스러워요. 재구매는 안 할 것 같아요.,"미산성, 촉촉함",3.7,,,
1118,78,리커버리 머드 팩투폼 클렌저,말랑한고양이275,수부지,민감성,2026.03.26,4,'리커버리 머드 팩투폼 클렌저' 사용 후기예요. 촉촉해서 만족스러워요. 재구매는 고민중이에요.,"미산성, 촉촉함",3.7,,,
1119,78,리커버리 머드 팩투폼 클렌저,산뜻한기린357,지성,"민감성, 보습",2025.01.17,5,촉촉해서 만족스러워요.,"미산성, 촉촉함",3.7,,,
1120,78,리커버리 머드 팩투폼 클렌저,귀여운다람쥐807,중성,"보습, 민감성",2025.07.31,4,촉촉해서 만족스러워요.,"미산성, 촉촉함",3.7,https://drive.google.com/file/d/1xQYqDKvYZflOX_IU0xHs2fZf6z9wRu2B/view?usp=drive_link,,
1121,78,리커버리 머드 팩투폼 클렌저,엉뚱발랄한강아지744,수부지,"보습, 민감성",2025.11.25,2,촉촉해서 만족스러워요.,"미산성, 촉촉함",3.7,,,
1122,78,리커버리 머드 팩투폼 클렌저,든든한해달1,수부지,"보습, 민감성",2025.07.23,5,촉촉해서 만족스러워요. 추천하고 싶어요.,"촉촉함, 미산성",3.7,,,
1123,78,리커버리 머드 팩투폼 클렌저,느긋한토끼33,지성,보습,2026.04.09,4,촉촉해서 만족스러워요. 재구매 의사 있어요!,"미산성, 촉촉함",3.7,,,
1124,78,리커버리 머드 팩투폼 클렌저,활발한부엉이723,수부지,"민감성, 보습",2025.04.12,3,'리커버리 머드 팩투폼 클렌저' 사용 후기예요. 촉촉해서 만족스러워요.,"촉촉함, 미산성",3.7,,,
1125,80,그린 토마토 클레이 팩 클렌저,상냥한코알라909,건성,"보습, 모공",2025.05.03,1,촉촉해서 만족스러워요. 아쉬운 점이 많았어요.,"약알칼리성, 촉촉함",4.27,,,
1126,80,그린 토마토 클레이 팩 클렌저,몽글몽글한기린381,수부지,"보습, 민감성",2025.11.23,4,'그린 토마토 클레이 팩 클렌저' 사용 후기예요. 촉촉해서 만족스러워요.,"촉촉함, 약알칼리성",4.27,https://drive.google.com/file/d/1Giq9JpOgHUyb6djtcGLJeh4J9PTPBFzt/view?usp=drive_link,,
1127,80,그린 토마토 클레이 팩 클렌저,자유로운여우941,수부지,민감성,2026.02.08,5,촉촉해서 만족스러워요. 만족스러운 소비였어요.,"약알칼리성, 촉촉함",4.27,,,
1128,80,그린 토마토 클레이 팩 클렌저,귀여운병아리169,수부지,민감성,2026.07.30,5,촉촉해서 만족스러워요.,"촉촉함, 약알칼리성",4.27,,,
1129,80,그린 토마토 클레이 팩 클렌저,몽글몽글한다람쥐78,건성,"민감성, 보습",2025.10.14,5,다음에도 또 살 것 같아요.,"촉촉함, 약알칼리성",4.27,,,
1130,80,그린 토마토 클레이 팩 클렌저,소심한기린115,수부지,"민감성, 보습",2025.08.26,3,촉촉해서 만족스러워요. 나쁘지 않아요.,"약알칼리성, 촉촉함",4.27,https://drive.google.com/file/d/1Giq9JpOgHUyb6djtcGLJeh4J9PTPBFzt/view?usp=drive_link,,
1131,80,그린 토마토 클레이 팩 클렌저,씩씩한사자620,수부지,"민감성, 보습",2025.04.23,4,'그린 토마토 클레이 팩 클렌저' 사용 후기예요. 촉촉해서 만족스러워요. 재구매 의사 있어요!,"촉촉함, 약알칼리성",4.27,,,
1132,80,그린 토마토 클레이 팩 클렌저,잠많은토끼917,건성,"보습, 민감성",2026.06.30,5,'그린 토마토 클레이 팩 클렌저' 사용 후기예요. 촉촉해서 만족스러워요. 추천하고 싶어요.,"촉촉함, 약알칼리성",4.27,,,
1133,80,그린 토마토 클레이 팩 클렌저,게으른병아리611,건성,"민감성, 보습",2026.03.01,5,'그린 토마토 클레이 팩 클렌저' 사용 후기예요. 촉촉해서 만족스러워요. 재구매 의사 있어요!,"약알칼리성, 촉촉함",4.27,,,
1134,80,그린 토마토 클레이 팩 클렌저,용감한코알라447,건성,보습,2025.10.04,5,'그린 토마토 클레이 팩 클렌저' 사용 후기예요. 만족스러운 소비였어요.,"약알칼리성, 촉촉함",4.27,,,
1135,80,그린 토마토 클레이 팩 클렌저,부지런한고양이294,수부지,"보습, 민감성",2026.06.03,5,'그린 토마토 클레이 팩 클렌저' 사용 후기예요. 촉촉해서 만족스러워요. 추천하고 싶어요.,"약알칼리성, 촉촉함",4.27,,,
1136,81,마이크로 폼 클렌저,자유로운앵무새728,수부지,"민감성, 보습",2025.05.12,5,쫀쫀한 텍스처가 마음에 들어요.,"저자극, 쫀쫀함, 수분감",4.25,,,
1137,81,마이크로 폼 클렌저,느긋한오리1,수부지,보습,2026.09.05,5,쫀쫀한 텍스처가 마음에 들어요. 수분감이 오래가서 좋아요. 저자극이라 편하게 쓸 수 있었어요.,"저자극, 수분감, 쫀쫀함",4.25,,,
1138,81,마이크로 폼 클렌저,용감한코알라856,수부지,"민감성, 보습",2026.01.31,3,'마이크로 폼 클렌저' 사용 후기예요. 저자극이라 편하게 쓸 수 있었어요. 쫀쫀한 텍스처가 마음에 들어요. 수분감이 오래가서 좋아요. 재구매는 고민중이에요.,"쫀쫀함, 수분감, 저자극",4.25,https://drive.google.com/file/d/1VPTfn5efEadanDdo0_zSAABdgkvJjNpP/view?usp=drive_link,,
1139,81,마이크로 폼 클렌저,부지런한판다573,수부지,"보습, 민감성",2025.06.15,5,'마이크로 폼 클렌저' 사용 후기예요. 저자극이라 편하게 쓸 수 있었어요. 쫀쫀한 텍스처가 마음에 들어요. 다음에도 또 살 것 같아요.,"쫀쫀함, 수분감, 저자극",4.25,,,
1140,81,마이크로 폼 클렌저,익명의문어555,수부지,보습,2025.12.21,4,쫀쫀한 텍스처가 마음에 들어요. 수분감이 오래가서 좋아요. 재구매는 고민중이에요.,"수분감, 쫀쫀함, 저자극",4.25,,,
1141,81,마이크로 폼 클렌저,잠많은곰돌이386,수부지,"민감성, 보습",2026.09.04,0,'마이크로 폼 클렌저' 사용 후기예요. 쫀쫀한 텍스처가 마음에 들어요. 다시는 안 살 것 같아요.,"쫀쫀함, 저자극, 수분감",4.25,,,
1142,81,마이크로 폼 클렌저,자유로운앵무새131,건성,보습,2026.05.15,5,'마이크로 폼 클렌저' 사용 후기예요. 수분감이 오래가서 좋아요. 쫀쫀한 텍스처가 마음에 들어요. 가격도 합리적이라 좋았어요.,"수분감, 쫀쫀함, 저자극",4.25,https://drive.google.com/file/d/1VPTfn5efEadanDdo0_zSAABdgkvJjNpP/view?usp=drive_link,,
1143,81,마이크로 폼 클렌저,엉뚱한두더지706,수부지,민감성,2025.08.15,5,'마이크로 폼 클렌저' 사용 후기예요. 수분감이 오래가서 좋아요. 추천하고 싶어요.,"쫀쫀함, 수분감",4.25,,,
1144,81,마이크로 폼 클렌저,대담한토끼152,수부지,"보습, 민감성",2026.08.01,4,'마이크로 폼 클렌저' 사용 후기예요. 저자극이라 편하게 쓸 수 있었어요. 수분감이 오래가서 좋아요. 만족스러운 소비였어요.,"수분감, 저자극",4.25,,,
1145,81,마이크로 폼 클렌저,부드러운라쿤485,수부지,보습,2025.11.05,5,'마이크로 폼 클렌저' 사용 후기예요. 저자극이라 편하게 쓸 수 있었어요. 수분감이 오래가서 좋아요. 쫀쫀한 텍스처가 마음에 들어요. 만족스러운 소비였어요.,"수분감, 저자극, 쫀쫀함",4.25,,,
1146,81,마이크로 폼 클렌저,씩씩한해달324,수부지,민감성,2026.02.08,4,'마이크로 폼 클렌저' 사용 후기예요. 저자극이라 편하게 쓸 수 있었어요. 쫀쫀한 텍스처가 마음에 들어요. 가격도 합리적이라 좋았어요.,"저자극, 수분감, 쫀쫀함",4.25,,,
1147,81,마이크로 폼 클렌저,사랑스런거북이708,수부지,"보습, 민감성",2025.05.28,4,저자극이라 편하게 쓸 수 있었어요. 만족스러운 소비였어요.,"쫀쫀함, 저자극, 수분감",4.25,,,
1148,81,마이크로 폼 클렌저,용감한부엉이990,수부지,민감성,2025.06.19,5,저자극이라 편하게 쓸 수 있었어요. 가격도 합리적이라 좋았어요.,"수분감, 저자극, 쫀쫀함",4.25,,,
1149,81,마이크로 폼 클렌저,부지런한벌새21,건성,"민감성, 보습",2025.07.09,4,수분감이 오래가서 좋아요. 쫀쫀한 텍스처가 마음에 들어요. 저자극이라 편하게 쓸 수 있었어요.,"저자극, 쫀쫀함, 수분감",4.25,https://drive.google.com/file/d/1xQYqDKvYZflOX_IU0xHs2fZf6z9wRu2B/view?usp=drive_link,,
1150,81,마이크로 폼 클렌저,씩씩한수달278,수부지,"민감성, 보습",2025.08.25,5,'마이크로 폼 클렌저' 사용 후기예요. 저자극이라 편하게 쓸 수 있었어요. 다음에도 또 살 것 같아요.,"저자극, 쫀쫀함",4.25,,,
1151,81,마이크로 폼 클렌저,든든한알파카527,수부지,민감성,2025.05.02,5,저자극이라 편하게 쓸 수 있었어요. 재구매 의사 있어요!,"저자극, 수분감, 쫀쫀함",4.25,,,
1152,82,아토베리어365 클렌징폼,씩씩한고양이941,수부지,"민감성, 보습",2026.03.17,5,수분감이 오래가서 좋아요. 향이 거의 없어서 부담 없어요. 다음에도 또 살 것 같아요.,"무향, 수분감",4.4,,,
1153,82,아토베리어365 클렌징폼,새침한여우59,건성,"보습, 민감성",2026.02.25,4,'아토베리어365 클렌징폼' 사용 후기예요. 향이 거의 없어서 부담 없어요. 수분감이 오래가서 좋아요. 가격도 합리적이라 좋았어요.,"무향, 수분감",4.4,,,
1154,82,아토베리어365 클렌징폼,든든한오리68,수부지,"민감성, 보습",2026.03.13,5,'아토베리어365 클렌징폼' 사용 후기예요. 저자극이라 편하게 쓸 수 있었어요. 향이 거의 없어서 부담 없어요. 수분감이 오래가서 좋아요.,"저자극, 무향, 향료 무첨가, 수분감",4.4,https://drive.google.com/file/d/1B2kHVuDE5KDECGxInlZWrrQ8oK6cCD3W/view?usp=drive_link,,
1155,82,아토베리어365 클렌징폼,행복한두더지397,건성,"보습, 민감성",2025.04.24,4,'아토베리어365 클렌징폼' 사용 후기예요. 향료가 첨가되지 않았어요. 재구매 의사 있어요!,"향료 무첨가, 수분감, 무향, 저자극",4.4,,,
1156,82,아토베리어365 클렌징폼,용감한두더지757,수부지,"민감성, 보습",2026.07.11,5,'아토베리어365 클렌징폼' 사용 후기예요. 저자극이라 편하게 쓸 수 있었어요. 향이 거의 없어서 부담 없어요. 재구매 의사 있어요!,"향료 무첨가, 저자극, 무향, 수분감",4.4,,,
1157,82,아토베리어365 클렌징폼,게으른고래607,건성,없음,2026.04.13,4,저자극이라 편하게 쓸 수 있었어요. 수분감이 오래가서 좋아요. 재구매는 고민중이에요.,"저자극, 수분감",4.4,,,
1158,82,아토베리어365 클렌징폼,대담한토끼646,건성,"민감성, 보습",2026.06.22,3,저자극이라 편하게 쓸 수 있었어요. 재구매는 고민중이에요.,"수분감, 저자극, 향료 무첨가",4.4,,,
1159,82,아토베리어365 클렌징폼,귀여운오리684,건성,"보습, 민감성",2025.09.21,5,향료가 첨가되지 않았어요. 만족스러운 소비였어요.,"수분감, 향료 무첨가, 무향, 저자극",4.4,,,
1160,82,아토베리어365 클렌징폼,평범한여우599,수부지,"보습, 민감성",2026.05.31,5,'아토베리어365 클렌징폼' 사용 후기예요. 향료가 첨가되지 않았어요. 저자극이라 편하게 쓸 수 있었어요. 만족스러운 소비였어요.,"향료 무첨가, 저자극",4.4,,,
1161,82,아토베리어365 클렌징폼,상큼한강아지323,건성,보습,2025.08.06,5,'아토베리어365 클렌징폼' 사용 후기예요. 저자극이라 편하게 쓸 수 있었어요. 향료가 첨가되지 않았어요. 향이 거의 없어서 부담 없어요.,"저자극, 향료 무첨가, 무향",4.4,,,
1162,82,아토베리어365 클렌징폼,몽글몽글한알파카855,건성,"민감성, 보습",2025.08.18,5,향료가 첨가되지 않았어요. 추천하고 싶어요.,"향료 무첨가, 저자극",4.4,https://drive.google.com/file/d/1B2kHVuDE5KDECGxInlZWrrQ8oK6cCD3W/view?usp=drive_link,,
1163,82,아토베리어365 클렌징폼,행복한물개983,건성,"보습, 민감성",2026.04.13,5,'아토베리어365 클렌징폼' 사용 후기예요. 향료가 첨가되지 않았어요. 수분감이 오래가서 좋아요. 저자극이라 편하게 쓸 수 있었어요. 추천하고 싶어요.,"수분감, 향료 무첨가, 저자극",4.4,,,
1164,82,아토베리어365 클렌징폼,잠많은알파카264,건성,민감성,2025.01.19,4,'아토베리어365 클렌징폼' 사용 후기예요. 수분감이 오래가서 좋아요. 가격도 합리적이라 좋았어요.,"수분감, 저자극",4.4,,,
1165,82,아토베리어365 클렌징폼,귀여운코알라925,건성,보습,2026.02.16,4,향료가 첨가되지 않았어요.,"수분감, 향료 무첨가, 저자극",4.4,,,
1166,82,아토베리어365 클렌징폼,게으른거북이825,수부지,"보습, 민감성",2025.04.09,4,'아토베리어365 클렌징폼' 사용 후기예요. 향이 거의 없어서 부담 없어요. 재구매는 고민중이에요.,"수분감, 무향, 저자극",4.4,,,
1167,82,아토베리어365 클렌징폼,씩씩한거북이987,건성,"보습, 민감성",2026.07.16,5,저자극이라 편하게 쓸 수 있었어요. 향료가 첨가되지 않았어요. 수분감이 오래가서 좋아요. 추천하고 싶어요.,"수분감, 저자극, 향료 무첨가",4.4,,,
1168,82,아토베리어365 클렌징폼,씩씩한알파카305,건성,"민감성, 모공",2026.05.08,5,향료가 첨가되지 않았어요. 향이 거의 없어서 부담 없어요.,"수분감, 향료 무첨가, 저자극, 무향",4.4,https://drive.google.com/file/d/1yUGIuLKAJ2xcyBHqDtTee7D4oPSTL59d/view?usp=drive_link,https://drive.google.com/file/d/14rYhgNvCN8-LOqFr-cXbNeZDbQ7fi5lO/view?usp=drive_link,
1169,82,아토베리어365 클렌징폼,귀여운병아리103,건성,"보습, 민감성, 모공",2025.05.31,5,'아토베리어365 클렌징폼' 사용 후기예요. 저자극이라 편하게 쓸 수 있었어요. 향이 거의 없어서 부담 없어요. 향료가 첨가되지 않았어요.,"향료 무첨가, 저자극, 무향, 수분감",4.4,,,
1170,82,아토베리어365 클렌징폼,익명의나비346,수부지,"보습, 민감성, 여드름",2026.03.31,5,수분감이 오래가서 좋아요. 향료가 첨가되지 않았어요. 추천하고 싶어요.,"수분감, 향료 무첨가",4.4,,,
1171,82,아토베리어365 클렌징폼,촉촉한얼룩말718,건성,"보습, 민감성",2025.08.03,1,향료가 첨가되지 않았어요. 재구매 의사는 없어요.,"저자극, 향료 무첨가",4.4,,,
1172,83,PDRN 히알루론산 수분 클렌징 폼,조용한토끼1,수부지,"미백/잡티, 모공",2025.12.28,5,향료가 첨가되지 않았어요. 향이 거의 없어서 부담 없어요. 수분감이 오래가서 좋아요.,"무향, 저자극, 수분감, 향료 무첨가",4.71,https://drive.google.com/file/d/1PjKoEq-FxWnxbP4pxhKp-qiBix3XEB3J/view?usp=drive_link,,
1173,83,PDRN 히알루론산 수분 클렌징 폼,행복한고슴도치230,건성,"보습, 미백/잡티",2025.06.04,5,'PDRN 히알루론산 수분 클렌징 폼' 사용 후기예요. 수분감이 오래가서 좋아요. 향이 거의 없어서 부담 없어요. 저자극이라 편하게 쓸 수 있었어요. 추천하고 싶어요.,"무향, 향료 무첨가, 저자극, 수분감",4.71,https://drive.google.com/file/d/1owsaTuig4MbwuT9lU5fm9D_avaQ47pJg/view?usp=drive_link,,
1174,83,PDRN 히알루론산 수분 클렌징 폼,엉뚱발랄한두더지950,건성,탄력/주름,2026.04.17,5,저자극이라 편하게 쓸 수 있었어요. 향이 거의 없어서 부담 없어요. 다음에도 또 살 것 같아요.,"무향, 저자극, 향료 무첨가",4.71,,,
1175,83,PDRN 히알루론산 수분 클렌징 폼,귀여운고양이705,수부지,"탄력/주름, 보습, 미백/잡티",2025.05.09,5,'PDRN 히알루론산 수분 클렌징 폼' 사용 후기예요. 저자극이라 편하게 쓸 수 있었어요. 향료가 첨가되지 않았어요. 재구매 의사 있어요!,"향료 무첨가, 저자극",4.71,https://drive.google.com/file/d/1PjKoEq-FxWnxbP4pxhKp-qiBix3XEB3J/view?usp=drive_link,https://drive.google.com/file/d/1owsaTuig4MbwuT9lU5fm9D_avaQ47pJg/view?usp=drive_link,
1176,83,PDRN 히알루론산 수분 클렌징 폼,자유로운사자750,수부지,미백/잡티,2025.02.16,3,'PDRN 히알루론산 수분 클렌징 폼' 사용 후기예요. 수분감이 오래가서 좋아요. 향이 거의 없어서 부담 없어요.,"수분감, 무향",4.71,https://drive.google.com/file/d/1PjKoEq-FxWnxbP4pxhKp-qiBix3XEB3J/view?usp=drive_link,,
1177,83,PDRN 히알루론산 수분 클렌징 폼,부지런한코알라794,수부지,"보습, 미백/잡티",2026.02.16,5,향료가 첨가되지 않았어요. 저자극이라 편하게 쓸 수 있었어요. 추천하고 싶어요.,"향료 무첨가, 저자극, 수분감, 무향",4.71,,,
1178,83,PDRN 히알루론산 수분 클렌징 폼,산뜻한물개587,수부지,보습,2026.08.27,5,'PDRN 히알루론산 수분 클렌징 폼' 사용 후기예요. 향료가 첨가되지 않았어요. 수분감이 오래가서 좋아요. 다음에도 또 살 것 같아요.,"무향, 향료 무첨가, 저자극, 수분감",4.71,,,
1179,85,아크네 폼 클렌저 어성초 폼,엉뚱한호랑이847,지성,"여드름, 민감성",2025.07.25,4,저자극이라 편하게 쓸 수 있었어요. 향료가 첨가되지 않았어요.,"향료 무첨가, 무향, 저자극, 수분감",4,,,
1180,85,아크네 폼 클렌저 어성초 폼,대담한토끼507,복합성,"민감성, 여드름",2025.01.25,4,수분감이 오래가서 좋아요. 저자극이라 편하게 쓸 수 있었어요. 재구매 의사 있어요!,"저자극, 무향, 향료 무첨가, 수분감",4,,,
